bootstrap_index,mean_setting_tv_vs_ideal,raw_energy_hartree,projected_energy_hartree,raw_energy_error_millihartree,projected_energy_error_millihartree,raw_gamma_frobenius_error,projected_gamma_frobenius_error,raw_idempotency_frobenius,one_spin_slater_fidelity,full_rhf_determinant_fidelity
72,0.021204534627712834,-1.9271239858800138,-1.9449401855562132,19.617640576295337,1.8014409000959297,0.056858311548359096,0.05281966837193304,0.022145899101187933,0.998605309422978,0.9972125640077616
73,0.020521882282195696,-1.9272744516028515,-1.945698557702879,19.467174853457614,1.0430687534301875,0.03743386765818516,0.03524585433020239,0.013142969841325746,0.9993789092689629,0.998758204291622
74,0.028539785719759923,-1.895787303721266,-1.942552881252934,50.95432273504308,4.188745203375088,0.07624256341716934,0.06846955665314146,0.035477347970218925,0.9976566775332494,0.995318846226682
75,0.02468731771881503,-1.9367536373287415,-1.9454302079445036,9.987989127567598,1.3114185118054955,0.045322482951520235,0.04238114856413989,0.016003961579871367,0.9991019207298742,0.998204648006124
76,0.02940179928185748,-1.920265752747125,-1.9419048912394679,26.47587370918414,4.836735216841248,0.07682747590122503,0.07433415257110994,0.022291051881865018,0.9972377177295285,0.9944830656623987
77,0.03060324064579693,-1.9281587379084069,-1.943895281655992,18.582888547902243,2.846344800317091,0.06886686310739792,0.06591963047017416,0.020977155169374137,0.997827320588143,0.9956593617121128
78,0.030767948432075955,-1.949932934500208,-1.943646071047343,-3.1913080438989994,3.095555408966,0.07803990847336996,0.07610398925744043,0.017678949014293777,0.9971054707858789,0.9942193198711291
79,0.03819211301501104,-1.9352112443366154,-1.9428644240487156,11.530382119693705,3.877202407593483,0.07566776427279483,0.07445403729453715,0.01610000155279497,0.997228704973161,0.9944650900224478
80,0.029332066377986698,-1.9356816008587023,-1.9442907968132743,11.06002559760677,2.45082964303478,0.059507037446228706,0.05500745626643681,0.023189590514927153,0.9984871671360108,0.996976622935296
81,0.023406287339255892,-1.9332906689327578,-1.9456471980267633,13.450957523551299,1.0944284295457685,0.044556416158890895,0.04370051326100932,0.010006083562013615,0.9990451365950115,0.9980911849541452
