bootstrap_index,raw_energy_hartree,projected_energy_hartree,raw_energy_error_millihartree,projected_energy_error_millihartree,raw_gamma_frobenius_error,projected_gamma_frobenius_error
1095.0,-1.116694493426607,-1.11658907831211,-0.010106341266080676,0.09530877323093989,0.009192388155425323,0.00919180565140271
1096.0,-1.1167083074196982,-1.1164588471841386,-0.023920334357274697,0.2255399012023318,0.014142135623730727,0.01414001485122965
1097.0,-1.1166882143388377,-1.1166482906943287,-0.0038272534967909166,0.03609639101220807,0.005656854249492621,0.005656718490602014
1098.0,-1.1166890180620723,-1.1166407109366858,-0.004630976731423431,0.04367614865508074,0.006222539674441836,0.006222358980926722
1099.0,-1.1167260658759255,-1.1162915026195028,-0.04167879058458723,0.39288446583807257,0.018667619023324603,0.018662742249384683
1100.0,-1.116698569451581,-1.1165506465094057,-0.014182366240067523,0.13374057593518174,0.010889444430272614,0.010888476125839538
1101.0,-1.116688408093546,-1.1166464634159432,-0.004021008205068455,0.0379236693976992,0.0057982756057299144,0.005798129408559092
1102.0,-1.1166862624395537,-1.1166666993772636,-0.0018753542128102652,0.017687708077307462,0.003959797974644465,0.00395975140836337
1103.0,-1.1166845042949785,-1.1166832815767602,-0.00011720963755124103,0.0011055085806788156,0.0009899494936609398,0.0009899487660489212
1104.0,-1.1166898983303764,-1.116632409490296,-0.005511245035449974,0.051977595044938596,0.006788225099391129,0.006787990512294074
1105.0,-1.1166892309530478,-1.1166387032314313,-0.004843867706938454,0.04568385390957275,0.00636396103067913,0.006363767735474296
1106.0,-1.1166903671689297,-1.1166279881500825,-0.005980083588763563,0.05639893525843931,0.0070710678118652455,0.007070802663946217
1107.0,-1.116693287841755,-1.1166004462935208,-0.008900756414131905,0.08394079182005854,0.008626702730475637,0.00862622127734209
1108.0,-1.1166868365275784,-1.1166612849557955,-0.002449442237484334,0.023102129545371497,0.004525483399594112,0.00452541389000794
1109.0,-1.1166964453258905,-1.1165706738108105,-0.012058240549617238,0.11371327453035818,0.010040916292849204,0.010040157147821789
1110.0,-1.1166844468861763,-1.1166838230499039,-5.9800835394696605e-05,0.0005640354370228806,0.0007071067811867444,0.0007071065160219317
1111.0,-1.1166845401754806,-1.1166829431564809,-0.0001530901396762374,0.0014439288600343048,0.001131370849898744,0.0011313697637845754
1112.0,-1.1167012652732633,-1.1165252306675288,-0.016878187922397814,0.15915641781205636,0.011879393923934221,0.011878136838015765
1113.0,-1.1166853438987148,-1.1166753626300787,-0.0009568133738646623,0.009024455262185427,0.002828427124746428,0.0028284101543589956
1114.0,-1.1166844731985446,-1.1166835748746062,-8.611320367890585e-05,0.0008122107346686391,0.0008485281374241168,0.0008485276792194471
1115.0,-1.1167149309602817,-1.1163964215004847,-0.03054387494083599,0.28796558485622015,0.015980613254815704,0.01597755341733596
1116.0,-1.1166851621041736,-1.1166770772582368,-0.0007750188326660634,0.007309827104062805,0.0025455844122718404,0.002545572040835175
1117.0,-1.1166851621041736,-1.1166770772582368,-0.0007750188326660634,0.007309827104062805,0.0025455844122713694,0.002545572040834704
1118.0,-1.1166844731985446,-1.1166835748746062,-8.611320367890585e-05,0.0008122107346686391,0.0008485281374241168,0.0008485276792194471
1119.0,-1.1166927137537304,-1.1166058597509498,-0.008326668389457836,0.0785273343910653,0.00834386001800152,0.008343424382525033
1120.0,-1.116687152275992,-1.1166583070605602,-0.002765190651121685,0.026080024780661404,0.00480832611206874,0.004808242738183721
1121.0,-1.116686685829472,-1.1166627062331256,-0.0022987441310462486,0.021680852215322233,0.004384062043356347,0.004383998848670829
1122.0,-1.1167128068345908,-1.1164164397620415,-0.028419749249941617,0.26794732329937787,0.01541492782986653,0.015412181501379244
1123.0,-1.1166855448295232,-1.1166734675247558,-0.0011577441823007462,0.010919560585076482,0.003111269837221016,0.003111247249684328
1124.0,-1.1166851621041736,-1.1166770772582368,-0.0007750188326660634,0.007309827104062805,0.0025455844122718404,0.002545572040835175
1125.0,-1.1166888099551633,-1.1166426735363713,-0.004422869822384712,0.0417135489696463,0.006081118318204071,0.006080949666443263
1126.0,-1.116692158801973,-1.1166110928413335,-0.007771716632021253,0.07329424400737139,0.00806101730552642,0.008060624484818039
1127.0,-1.1166878411816215,-1.1166518099246794,-0.003454096280552932,0.03257716066151772,0.005374011537018033,0.00537389514027
1128.0,-1.116705523092779,-1.1164850923727934,-0.02113600743802735,0.1992947125475375,0.013293607486306846,0.013291845953648528
1129.0,-1.1166951249234338,-1.1165831238061372,-0.01073783809291129,0.10126327920367828,0.009475230867899517,0.009474592927207044
1130.0,-1.1166888099551633,-1.1166426735363713,-0.004422869822384712,0.0417135489696463,0.006081118318204071,0.006080949666443263
1131.0,-1.116697842273417,-1.1165575025705174,-0.013455188076161306,0.12688451482345542,0.010606601717798418,0.01060570691580111
1132.0,-1.1166862624395542,-1.1166666993772636,-0.0018753542132543544,0.017687708077307462,0.003959797974644936,0.003959751408363841
1133.0,-1.1166848559238938,-1.1166799650724801,-0.0004688385528694994,0.004422012860771929,0.0019798989873225465,0.0019798931664491313
